,year,id,journal,authors,title
2550,1994,A27,J.Phys.,Burakovsky & Horwitz,Galilean limit of equilibrium relativistic mass distribution for  indistinguishable events
2551,1994,A190,Phys.Lett.,Daboul & Nieto,Quantum Bound States with Zero Binding Energy
2552,1994,D50,Phys.Rev.,Dine & Shirman,Some Explorations in Holomorphy
2553,1994,B332,Phys.Lett.,Cho & Kim,Derivation of the Classical Lagrangian for the Relativistic Spinning  Particle
2554,1994,B332,Phys. Lett.,Schelstraete & Verschelde,Large N limit of O(N) vector models
2555,1994,D50,Phys.Rev.,Myers,Black Hole Entropy in Two Dimensions
2556,1994,D50,Phys.Rev.,Bralic & Cabra & Schaposnik,Thermodynamics of Relativistic Fermions with Chern-Simons Coupling
2557,1994,B428,Nucl.Phys.,Fujikawa,Generalized Pauli-Villars Regularization and the Covariant Form of  Anomalies
2558,1994,B341,Phys.Lett.,Chaichian & Gomes & Felipe,New Phenomenon of Nonlinear Regge Trajectory and Quantum Dual String  Theory
2559,1995,B342,Phys.Lett.,Chaichian & Felipe & Rojas,Conserved Quantities and Electroweak Phase Transitions
2560,1996,D52,Phys.Rev.,Banados,Global Charges in Chern-Simons theory and the 2+1 black hole
2561,1994,B335,Phys.Lett.,Anselmi & Fre' & Girardello & Soriani,Constrained Topological Field Theory
2562,1994,D50,Phys.Rev.,Kalloniatis & Robertson,On the Discretized Light-Cone Quantization of Electrodynamics
2563,1994,A9,Mod.Phys.Lett.,Ohta & Suzuki,Dirac operators on quantum two spheres
2564,1994,B338,Phys.Lett.,Oda,Black Hole Thermodynamics from String Theory
2565,1994,B429,Nucl.Phys.,Ferrara & Kounnas & Zwirner,Mass formulae and natural hierarchy in string effective supergravities
2566,1994,B334,Phys.Lett.,Morris,On Truncations of the Exact Renormalization Group
2567,1995,B435,Nucl.Phys.,de Rujula,Effects of Virtual Monopoles
2568,1994,B427,Nucl.Phys.,Love & Sabra & Thomas,Background Symmetries In Orbifolds With Discrete Wilson Lines
2569,1995,B439,Nucl.Phys.,Nakanishi,"Fusion, mass, and representation theory of the Yangian algebra"
2570,1995,B438,Nucl. Phys.,Barci & Moriconi,Quantum Field Theory Description of Tunneling in the Integer Quantum  Hall Effect
2571,1995,D51,Phys.Rev.,Moessner & Trodden,Singularity-Free Two Dimensional Cosmologies
2572,1994,D50,Phys.Rev.,Brown & Creighton & Mann,"Temperature, Energy, and Heat Capacity of Asymptotically Anti-De Sitter  Black Holes"
2573,1995,B449,Nucl.Phys.,Smolin & Soo,The Chern-Simons Invariant as the Natural Time Variable for Classical  and Quantum Cosmology
2574,1995,B26,Acta Phys.Polon.,Dolgov & Einhorn & Zakharov,The Vacuum of de~Sitter Space
2575,1995,D51,Phys.Rev.,Joshi & Singh,On the Role of Initial Data in the Gravitational Collapse of  Inhomogeneous Dust
2576,1994,B333,Phys.Lett.,Moss & Poletti,Conformal anomalies on Einstein spaces with Boundary
2577,1995,D51,Phys.Rev.,Lousto,The Emergence of an Effective two - dimensional Quantum Description from  the study of Critical Phenomena in Black Holes
2578,1995,D51,Phys.Rev.,Kim & Park & Yoon,Phase Transition in Conformally Induced Gravity with Torsion
2579,1995,B348,Phys.Lett.,Braghin & Martin & Vautherin,Self Similar Solutions of the Evolution Equation of a Scalar Field in an  Expanding Geometry
2580,1995,D51,Phys.Rev.,Carlip & Teitelboim,Aspects of Black Hole Quantum Mechanics and Thermodynamics in 2+1  Dimensions
2581,1994,B335,Phys.Lett.,Ambjorn & Jurkiewicz,On the exponential bound in four dimensional simplicial gravity
2582,1996,A11,Int.J.Mod.Phys.,Faraggi & Halyo,Hierarchical Supersymmetry Breaking in Superstring Derived  Standard--like Models
2583,1994,D50,Phys.Rev.,Kim & Sikivie,Stretching Wiggly Strings
2584,1995,D51,Phys.Rev.,Luty,Baryons with Many Colors and Flavors
2585,1995,D51,Phys.Rev.,Luty & March-Russell & White,Baryon Magnetic Moments in a Simultaneous Expansion in $1/N$ and $m_s$
2586,1995,B439,Nucl.Phys.,Vachaspati,Electroweak Dyons
2587,1994,B426,Nucl.Phys.,Bagger & Poppitz & Randall,The R Axion From Dynamical Supersymmetry Breaking
2588,1994,D50,Phys.Rev.,Cooper & Habib & Kluger & Mottola & Paz & Anderson,Non-Equilibrium Quantum Fields in the Large N Expansion
2589,1995,D51,Phys.Rev.,Stewart,"Inflation, Supergravity and Superstrings"
2590,1995,C67,Z.Phys.,Grosse-Knetter,The Equivalence Theorem for the Heavy-Higgs Standard Model and the  Gauged Nonlinear Sigma-Model
2591,1994,L137,Class.Quant.Grav.,Dowker,Heat kernels on curved cones
2592,1995,B450,Nucl.Phys.,Hulsebos & Korthals-Altes & Nicolis,Gauge Theories with a Layered Phase
2593,1994,B335,Phys.Lett.,Krivonos & Sorin,Linearizing W-Algebras
2594,1995,A10,Int.J.Mod.Phys.,Cecio & Paffuti,Some properties of renormalons in gauge theories
2595,1995,B441,Nucl.Phys.,Sonoda & Su,Operator Product Expansions in the Two-Dimensional O(N) Non-Linear Sigma  Model
2596,1994,D50,Phys.Rev.,Bergshoeff & Kallosh & Ortin,Black-Hole-Wave Duality in String Theory
2597,1995,B438,Nucl.Phys.,Guruswamy & Rajeev & Vitale,O(N) Sigma Model as a Three Dimensional Conformal Field Theory
2598,1994,D50,Phys.Rev.,Nelson,A Comment on Black Hole Entropy in String Theory
2599,1994,B335,Phys.Lett.,Green & Polchinski,Summing Over World-Sheet Boundaries
2600,1994,N10,Riv.Nuovo Cim.,Nanopoulos,As time goes by
2601,1994,B334,Phys.Lett.,Volkov,Einstein-Yang-Mills Sphalerons and Level Crossing
2602,1994,B338,Phys.Lett.,Bouwknegt & Ludwig & Schoutens,"Spinon Bases, Yangian Symmetry and Fermionic Representations of Virasoro  Characters in Conformal Field Theory"
2603,1995,D51,Phys.Rev.,Pelts,Finite Deformations of CFT and Spacetime Geometry
2604,1995,D51,Phys.Rev.,Shapiro & Cognola,Interaction of Low - Energy Induced Gravity with Quantized Matter and  Phase Transition Induced by Curvature
2605,1995,A10,Mod.Phys.Lett.,Diamandis & Georgalas & Papantonopoulos,Tachyon Effects on the 2-Dim Black Hole Geometry
2606,1994,B338,Phys.Lett.,Rossini & Schaposnik,Parity Violation in the Three Dimensional Thirring Model
2607,1994,B332,Phys.Lett.,Giavarini & Martin & Ruiz,Shift versus no-shift in local regularizations of Chern-Simons theory
2608,1995,A10,Int.J.Mod.Phys.,Fumita,Quantum Vacuum and Anomalies
2609,1994,D50,Phys.Rev.,Giacconi & Ouvry & Soldati,Axial Anomaly in the Presence of the Aharonov-Bohm Gauge Field
2610,1995,A51,Phys. Rev.,Brumby & Joshi & Anderson,Multi-particle Correlations in Quaternionic Quantum Systems
2611,1995,B433,Nucl.Phys.,Fairlie & Nuyts,A Fresh Look at Generalized Veneziano Amplitudes
2612,1994,D50,Phys.Rev.,Bender & Milton,Casimir effect for a $D$-dimensional sphere
2613,1994,D50,Phys.Rev.,Kao & Lee,Self-DUal SU(3) Chern-Simons Higgs Systems
2614,1994,D50,Phys.Rev.,Cadoni & Cavaglia,Cosmological and Wormhole Solutions in Low-Energy Effective String  Theory
2615,1994,A194,Phys.Lett.,Popowicz,The Extended Supersymmetrization of the Nonlinear Schrodinger Equation
2616,1995,B433,Nucl.Phys.,Hosono & Klemm & Theisen & Yau,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection  Calabi-Yau Spaces"
2617,1994,B431,Nucl.Phys.,Lavi & Oz & Sonnenschein,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
2618,1994,B335,Phys.Lett.,Robson,Geometric quantization on homogeneous spaces and the meaning of  `inequivalent' quantizations
2619,1994,D50,Phys.Rev.,Kallosh & Kastor & Ortin & Torma,Supersymmetry and Stationary Solutions in Dilaton-Axion Gravity
2620,1995,A10,Int.J.Mod.Phys.,Dolan,Symplectic geometry and Hamiltonian flow of the renormalisation group  equation
2621,1995,B343,Phys.Lett.,Ivanov & Kim & Rocek,"Complex Structures, Duality, and WZW-Models in Extended Superspace"
2622,1995,B439,Nucl.Phys.,de Montigny,Elements of Finite Order in Lie Groups and Discrete Gauge Symmetries
2623,1994,A27,J.Phys.,Palev,Algebraic structure of the Green's ansatz and its q-deformed analogue
2624,1994,D50,Phys.Rev.,Horowitz & Tseytlin,On exact solutions and singularities in string theory
2625,1994,D50,Phys.Rev.,Johnson & Myers,Taub--NUT Dyons in Heterotic String Theory
2626,1995,B352,Phys.Lett.,Nair,Hard Thermal Loops in a Moving Plasma and a Magnetic Mass Term
2627,1996,A11,Int.J.Mod.Phys.,Minic & Nair,"Wave Functionals, Hamiltonians and Renormalization Group"
2628,1995,A10,Int.J.Mod.Phys.,Halpern & Sochen,Flat Connections for Characters in Irrational Conformal Field Theory
2629,1994,D50,Phys.Rev.,Natsuume,Higher Order Correction to the GHS String Black Hole
2630,1994,B333,Phys.Lett.,Oehme & Xu,Asymptotic Limits and Sum Rules for Gauge Field Propagators
2631,1994,B334,Phys.Lett.,Kiritsis & Obers,A New Duality Symmetry in String Theory
2632,1995,A28,J.Phys.,Cho & Park,Deformed Algebras from Inverse Schwinger Method
2633,1996,B369,Phys.Lett.,Elze,"Entropy, Quantum Decoherence and Pointer States in Scalar ``Parton''  Fields"
2634,1994,B338,Phys.Lett.,Ghosh,Spinning particles in $2+1$ dimensions
2635,1994,B430,Nucl.Phys.,Distler & Kachru,"Singlet Couplings and (0,2) Models"
2636,1994,B336,Phys.Lett.,Distler & Kachru,Quantum Symmetries and Stringy Instantons
2637,1994,C64,Z.Phys.,McCartor,Schwinger Model in the Light-Cone Representation
2638,1995,A28,J.Phys.,Ballesteros & Herranz & Olmo & Santander,"Non-standard quantum so(2,2) and beyond"
2639,1995,A10,Int.J.Mod.Phys.,Naculich & Riggs & Schnitzer,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills  Theory
2640,1995,B438,Nucl.Phys.,Bischoff & Ketov & Lechtenfeld,"Gso Projection, BRST Cohomology and Picture-Changing in N=2 String  Theory"
2641,1995,B345,Phys.Lett.,Duff & Rahmfeld,Massive String States as Extreme Black Holes
2642,1994,A27,J.Phys.,Stedman,Large Parabosons versus supersymmetry in Jahn-Teller Systems
2643,1994,A27,J.Phys.,Zapletal & Karowski,"Highest Weight $U_q[sl(n)]$ Modules and Invariant Integrable n-State  Models with Periodic Boundary Conditions"""
2644,1995,D51,Phys.Rev.,Barducci & Casalbuoni & Gatto & Modugno & Pettini,Thermodynamics of the Massive Gross-Neveu Model
2645,1994,A9,Mod.Phys.Lett.,Semenoff & Szabo,"Equivariant Localization, Spin Systems and Topological Quantum Theory on  Riemann Surfaces"
2646,1994,B430,Nucl.Phys.,Fendley & Saleur & Warner,Exact solution of a massless scalar field with a relevant boundary  interaction
2647,1994,B334,Phys.Lett.,Girardello & Giveon & Porrati & Zaffaroni,Non-Abelian Strong-Weak Coupling Duality in (String-Derived) N=4  Supersymmetric Yang-Mills Theories
2648,1994,A9,Mod.Phys.Lett.,Nersessian & Ter-Antonian,"``Charge-Dyon"" System As The Reduced Oscillator"
2649,1995,B342,Phys.Lett.,Llatas & Roy,Observations on the Topological Structure in 2d Gravity Coupled to  Minimal Matter
2650,1994,D50,Phys.Rev.,Banks & Dine,Coping With Strongly Coupled String Theory
2651,1994,B336,Phys.Lett.,Johnston,Frustrating and Diluting Dynamical Lattice Ising Spins
2652,1995,D51,Phys.Rev.,Johnston,A Remark on the Renormalization Group Equation for the Penner Model
2653,1994,A193,Phys.Lett.,Dodonov & Dremin & Man'ko & Polynkin,Strong oscillations of cumulants of photon distribution function in  slightly squeezed states
2654,1994,D50,Phys.Rev.,Dowker,"Effective actions with fixed points, (error in derivation of coefficient  corrected)"
2655,1994,B335,Phys.Lett.,Kim,"Super W-Symmetries, Covariantly Constant Forms And Duality  Transformations"
2656,1994,B325,Phys. Lett.,Terentiev,"Dual Supergravity in D=10, N=1 Superspace with Tree-Level Superstring  Corrections"
2657,1995,A28,J.Phys.,Froehlich & Goetschmann & Marchetti,Bosonization of Fermi Systems in Arbitrary Dimension in Terms of Gauge  Forms
2658,1994,B337,Phys.Lett.,Balog & Hauer,Polynomial Form Factors in the O(3) Nonlinear sigma-Model
2659,1995,C65,Z.Phys.,Piette & Schroers & Zakrzewski,Multisolitons in a Two-dimensional Skyrme Model
2660,1994,B338,Phys.Lett.,Henneaux & Slavnov,A note on the path integral for systems with primary and secondary  second class constraints
2661,1994,D50,Phys.Rev.,Gracey,The Beta-Function of the Chiral Gross Neveu Model at O(1/N^2)
2662,1995,B435,Nucl.Phys.,Hamber & Williams,Newtonian Potential in Quantum Regge Gravity
2663,1994,D50,Phys.Rev.,Wesolowski & Hosotani & Chakravarty,The Energy Density in the Maxwell-Chern-Simons Theory
2664,1994,A9,Mod.Phys.Lett.,Birmingham & Rakowski,Discrete Quantum Field Theories and the Intersection Form
2665,1995,B433,Nucl.Phys.,Brustein & Faux & Ovrut,Instanton Effects in Matrix Models and String Effective Lagrangians
2666,1994,B430,Nucl.Phys.,Juettner & Karowski,Completeness of ``Good'' Bethe Ansatz Solutions of a Quantum Group  Invariant Heisenberg Model
2667,1995,A10,Int.J.Mod.Phys.,Caenepeel & Leblanc,Effective potential for nonrelativistic non-Abelian Chern-Simons matter  system in constant background fields
2668,1996,D53,Phys.Rev.,Chang & Soo,The Standard Model with gravity couplings
2669,1995,D52,Phys.Rev.,Ali,Duality Invariant Superstring Actions
2670,1995,B352,Phys.Lett.,Iso & Rey,Collective Field Theory of the Fractional Quantum Hall Edge State and  the Calogero-Sutherland Model
2671,1994,B334,Phys.Lett.,Elizalde & Odintsov,A Theory for the Conformal Factor in Quantum $R^2$ Gravity
2672,1994,D50,Phys.Rev.,Itakura & Ohta,Quantum Hamiltonian Reduction of the Schwinger Model
2673,1995,B436,Nucl.Phys.,Duff & Minasian,Putting string/string duality to the test
2674,1994,D50,Phys.Rev.,McGuigan,Finite Black Hole Entropy and String Theory
2675,1995,D51,Phys.Rev.,Zanelli,Quantization of the Gravitational Constant in Odd-Dimensional Gravity
2676,1995,A10,Int.J.Mod.Phys.,Blumenhagen & Eholzer & Honecker & Hornfeck & Huebel,Coset Realization of Unifying W-Algebras
2677,1994,B336,Phys.Lett.,Alvarez & Alvarez-Gaume & Lozano,A Canonical Approach to Duality Transformations
2678,1994,D50,Phys.Rev.,Ikehara & Ishibashi & kawai & Mogami & Nakayama & Sasakura,String Field Theory in the Temporal Gauge
2679,1995,B436,Nucl.Phys.,Sato & Yahikozawa,"""Topological"" Formulation of Effective Vortex Strings"
2680,1994,B339,Phys.Lett.,Barbon,Remarks on Thermal Strings outside Black Holes
2681,1995,D51,Phys.Rev.,Amelino-Camelia,Perturbative Renormalizations of Anyon Quantum Mechanics
2682,1995,B343,Phys.Lett.,Amelino-Camelia & Bak,Schroedinger Self-adjoint Extension and Quantum Field Theory
2683,1994,B337,Phys.Lett.,Brunelli & Das,The Supersymmetric Two Boson Hierarchies
2684,1996,A11,Int.J.Mod.Phys.,Hlavaty & Kundu,Quantum integrability of nonultralocal models through Baxterisation of  quantised braided algebra
2685,1994,D50,Phys.Rev.,Copeland & Lahiri & Wands,Low energy effective string cosmology
2686,1994,B336,Phys.Lett.,Bagger & Galperin,Matter couplings in partially broken extended supersymmetry
2687,1995,E52,Phys.Rev.,Bhaduri & Khare & Law,The Phase of the Riemann Zeta Function and the Inverted Harmonic  Oscillator
2688,1994,D50,Phys.Rev.,Bekenstein & Rosenzweig,Stability of the Black Hole Horizon and the Landau Ghost
2689,1995,D52,Phys.Rev.,Carlini & Greensite,Fundamental Constants and the Problem of Time
2690,1995,D51,Phys.Rev.,Braham,Hypertime Formalism for Spherically Symmetric Black Holes and Wormholes
2691,1996,D54,Phys.Rev.,Chan & Chan & Mann,Interior Structure of a Charged Spinning Black Hole in  $(2+1)$-Dimensions
2692,1995,B438,Nucl.Phys.,Bock & Vink,Failure of the Regge approach in two dimensional quantum gravity
2693,1994,B335,Phys.Lett.,Kounnas & Pavel & Zwirner,Towards a dynamical determination of parameters in the Minimal  Supersymmetric Standard Model
2694,1994,D50,Phys.Rev.,Kelly & Liu & Lucchesi & Manuel,Classical Transport Theory and Hard Thermal Loops in the Quark-Gluon  Plasma
2695,1994,D50,Phys.Rev.,Kelly & Kobes & Kunstatter,Parameterization Invariance and the Resolution of the Unitary Gauge  Puzzle
2696,1996,A11,Int.J.Mod.Phys.,Machet,Comments on the Standard Model of Electroweak Interactions
2697,1994,A9,Mod.Phys.Lett.,Das & Hott,On the Ward Identities at Finite Temperature
2698,1995,D51,Phys.Rev.,Solodukhin,The Conical Singularity And Quantum Corrections To Entropy Of Black Hole
2699,1995,D51,Phys.Rev.,Liberati,Real decoupling ghost quantization of the CGHS model for two dimensional  black holes
2700,1994,D50,Phys.Rev.,Shifman & Smilga,Fractons in Twisted Multiflavor Schwinger Model
2701,1994,D50,Phys.Rev.,Polchinski & Strominger,A Possible Resolution of the Black Hole Information Puzzle
2702,1995,B342,Phys.Lett.,Kawai,Elliptic Genera of N=2 Hermitian Symmetric Space Models
2703,1994,N3,Theor.Math.Phys.,Fuchs & Ganchev & Vecsernyes,On the quantum symmetry of rational field theories
2704,1994,B340,Phys.Lett.,Gubser & Klebanov,A modified c=1 matrix model with new critical behavior
2705,1994,A9,Mod.Phys.Lett.,Das & Mukherji,Boundary Dynamics in Dilaton Gravity
2706,1994,B341,Phys.Lett.,Aratyn & Nissimov & Pacheva & Zimerman,Two-Matrix String Model as Constrained (2+1)-Dimensional Integrable  System
2707,1995,B437,Nucl.Phys.,Bergeron & Semenoff & Szabo,Canonical BF-type Topological Field Theory and Fractional Statistics of  Strings
2708,1995,A10,Mod.Phys.Lett.,Percacci & Sezgin,On Target-Space Duality in p-Branes
2709,1995,B433,Nucl.Phys.,Damgaard & Sollacher,Smooth Non-Abelian Bosonization
2710,1995,A28,J.Phys.,Damaskinsky & Sokolov,Some remarks on the Gauss decomposition for quantum group GL_q(n)
2711,1995,C65,Z.Phys.,Breckenridge & Lavelle & Steele,The Nielsen Identities for the Two-Point Functions of QED and QCD
2712,1994,D50,Phys.Rev.,Polchinski,Combinatorics of Boundaries in String Theory
2713,1995,A28,J.Phys.,Maassarani,"$U_q osp(2,2)$ Lattice Models"
2714,1994,A9,Mod.Phys.Lett.,Oh & Kim,Action-Angle Variables for Complex Projective Space and Semiclassical  Exactness
2715,1995,A10,Mod.Phys.Lett.,Kavalov,On the Schwinger-Dyson Equations for a Vertex Model Coupled to 2D  Gravity
2716,1994,A9,Mod.Phys.Lett.,Bengtsson & Hallin,"SL(2,R) Yang-Mills theory on a circle"
2717,1994,D50,Phys.Rev.,Brandt & Frenkel & Taylor,Nonlinear interaction between electromagnetic fields at high temperature
2718,1995,D52,Phys.Rev.,Behrndt & Burwick,Towards Quantum Cosmology without Singularities
2719,1994,A27,J.Phys.,Balinsky & Burman,Quadratic Poisson brackets compatible with an algebra structure
2720,1995,B439,Nucl.Phys.,Blau & Thompson,Equivariant Kaehler Geometry and Localization in the G/G Model
2721,1995,B435,Nucl.Phys.,Grimm & Warnaar,Solvable RSOS models based on the dilute BWM algebra
2722,1994,D50,Phys.Rev.,Park & Rim & Soh,Effect of rotation symmetry to abelian Chern-Simons field theory and  anyon equation on a sphere
2723,1995,B343,Phys.Lett.,Kunitomo,On the Nonlinear Realization of the Superconformal Symmetry
2724,1994,G20,J.Phys.,Barbier & Meyer & Kibler,An Uqp(u2) Model for Rotational Bands of Nuclei
2725,1995,B346,Phys.Lett.,Watabiki,Non-critical String Field Theory with Non-orientable String Interactions
2726,1994,B336,Phys.Lett.,Tsutsui,"Quantization of a relativistic particle on the SL(2,R) manifold based on  Hamiltonian reduction"
2727,1994,B336,Phys.Lett.,Niemi & Sreedhar,On the infrared limit of the Chern-Simons-Proca theory
2728,1995,D51,Phys.Rev.,Emparan,Heat kernels and thermodynamics in Rindler space
